"Fersmanite","Ca_4_(Na,Ca)_4_(Ti,Nb)_4_(Si_2_O_7_)_2_O_8_F_3_","","",""
"Fersmite","(Ca,Ce,Na)(Nb,Ta,Ti)_2_(O,OH,F)_6_","","",""
"Feruvite","CaFe^2+^_3_(Al_5_Mg)(BO_3_)_3_Si_6_O_18_(OH)_3_F","","",""
"Fervanite","Fe^3+^_4_V^5+^_4_O_16_·5H_2_O","","",""
"Fetiasite","(Fe^2+^,Fe^3+^,Ti^4+^)_3_O_2_As^3+^_2_O_5_","","",""
"Fettelite","Ag_16_HgAs_4_S_15_","","",""
"Fianelite","Mn^2+^_2_V_2_O_7_·2H_2_O","","",""
"Fibroferrite","Fe^3+^SO_4_(OH)·5H_2_O","","",""
"Fichtelite","C_19_H_34_","","",""
"Fiedlerite","Pb_3_Cl_4_F(OH)·H_2_O","","",""
"Filipstadite","(Mn^2+^,Mg)_2_(Sb^5+^,Fe^3+^)O_4_","","",""
"Fillowite","Na_2_CaMn^2+^_7_(PO_4_)_6_","","",""
"Fingerite","Cu_11_O_2_(VO_4_)_6_","","",""
"Finnemanite","Pb_5_(As^3+^O_3_)_3_Cl","","",""
"Fischesserite","Ag_3_AuSe_2_","","",""
"Flagstaffite","C_10_H_22_O_3_","","",""
"Fleischerite","Pb_3_Ge(SO_4_)_2_(OH)_6_·3H_2_O","","",""
"Fletcherite","CuNi_2_S_4_","","",""
"Flinkite","Mn^2+^_2_Mn^3+^AsO_4_(OH)_4_","","",""
"Florencite-(Ce)","CeAl_3_(PO_4_)_2_(OH)_6_","","",""
"Florencite-(La)","LaAl_3_(PO_4_)_2_(OH)_6_","","",""
"Florencite-(Nd)","NdAl_3_(PO_4_)_2_(OH)_6_","","",""
"Florenskyite","FeTiP","","",""
"Florensovite","Cu^+^(Cr^3+^_1.5_Sb^5+^_0.5_)S_4_","","",""
"Fluckite","CaMn^2+^(AsO_3_OH)_2_·2H_2_O","","",""
"Fluellite","Al_2_(PO_4_)F_2_(OH)·7H_2_O","","",""
"Fluoborite","Mg_3_(BO_3_)F_3_","","",""
"Fluocerite-(Ce)","CeF_3_","","",""
"Fluocerite-(La)","LaF_3_","","",""
"Fluorannite","KFe^2+^_3_(Si_3_Al)O_10_F_2_","","",""
"Fluorapatite","Ca_5_(PO_4_)_3_F","","",""
"Apophyllite-(KF)","KCa_4_Si_8_O_20_F·8H_2_O","","",""
"Fluorbritholite-(Ce)","(Ce,Ca)_5_(SiO_4_)_3_F","","",""
"Fluorcaphite","SrCaCa_3_(PO_4_)_3_F","","",""
"Fluorellestadite","Ca_5_(SiO_4_)_1.5_(SO_4_)_1.5_F","","",""
"Fluorite","CaF_2_","","",""
"Fluoro-edenite","NaCa_2_Mg_5_(Si_7_Al)O_22_F_2_","","",""
"Fluoro-ferroleakeite","NaNa_2_(Fe^2+^_2_Fe^3+^_2_Li)Si_8_O_22_F_2_","","",""
"Fluoro-magnesio-arfvedsonite","NaNa_2_(Mg_4_Fe^3+^)Si_8_O_22_F_2_","","",""
"Fluorocannilloite","CaCa_2_(Mg_4_Al)(Si_5_Al_3_)O_22_F_2_","","",""
"Fluororichterite","Na_2_CaMg_5_Si_8_O_22_F_2_","","",""
"Fluorthalenite-(Y)","Y_3_Si_3_O_10_F","","",""
"Foggite","CaAlPO_4_(OH)_2_·H_2_O","","",""
"Foitite","[box](Fe^2+^_2_Al)Al_6_Si_6_O_18_(BO_3_)_3_(OH)_4_","","",""
"Fontanite","Ca(UO_2_)_3_(CO_3_)_2_O_2_·6H_2_O","","",""
"Foordite","Sn^2+^Nb_2_O_6_","","",""
"Formanite-(Y)","YTaO_4_","","",""
"Formicaite","Ca(CHOO)_2_","","",""
"Fornacite","CuPb_2_(CrO_4_)(AsO_4_)(OH)","","",""
"Forsterite","Mg_2_SiO_4_","","",""
"Foshagite","Ca_4_(SiO_3_)_3_(OH)_2_","","",""
"Fourmarierite","Pb_1-x_O_3-2x_(UO_2_)_4_(OH)_4+2x_·4H_2_O","","",""
"Fraipontite","(Zn,Al)_3_(Si,Al)_2_O_5_(OH)_4_","","",""
"Francevillite","Ba(UO_2_)_2_(VO_4_)_2_·5H_2_O","","",""
"Francisite","Cu_3_Bi(Se^4+^O_3_)_2_O_2_Cl","","",""
"Franckeite","Fe^2+^(Pb,Sn^2+^)_6_Sn^4+^_2_Sb^3+^_2_S_14_","","",""
"Francoanellite","K_3_Al_5_(PO_3_OH)_6_(PO_4_)_2_·12H_2_O","","",""
"Francoisite-(Nd)","Nd(UO_2_)_3_(PO_4_)_2_O(OH)·6H_2_O","","",""
"Franconite","Na_2_Nb_4_O_11_·9H_2_O","","",""
"Frankamenite","K_3_Na_3_Ca_5_Si_12_O_30_(F,OH)_4_·H_2_O","","",""
"Frankdicksonite","BaF_2_","","",""
"Frankhawthorneite","Cu_2_Te^6+^O_4_(OH)_2_","","",""
"Franklinfurnaceite","Ca_2_Mn^2+^_3_Mn^3+^Fe^3+^Zn_2_Si_2_O_10_(OH)_8_","","",""
"Franklinite","ZnFe^3+^_2_O_4_","","",""
"Franklinphilite","KMn^2+^_8_(Si,Al)_12_(O,OH)_36_·nH_2_O","","",""
"Fransoletite","Ca_3_Be_2_(PO_4_)_2_(PO_3_OH)_2_·4H_2_O","","",""
"Franzinite","(Na,K)_30_Ca_10_(Si_30_Al_30_)O_120_(SO_4_)_10_·2H_2_O","","",""
"Freboldite","CoSe","","",""
"Fredrikssonite","Mg_2_Mn^3+^O_2_(BO_3_)","","",""
"Freedite","Cu^1+^Pb_8_(As^3+^O_3_)_2_O_3_Cl_5_","","",""
"Freibergite","Ag_6_Cu_4_Fe_2_Sb_4_S_13_","","",""
"Freieslebenite","AgPbSbS_3_","","",""
"Fresnoite","Ba_2_TiO(Si_2_O_7_)","","",""
"Freudenbergite","Na_2_(Ti_6_Fe^3+^_2_)O_16_","","",""
"Friedelite","Mn^2+^_8_Si_6_O_15_(OH)_10_","","",""
"Friedrichite","Cu_5_Pb_5_Bi_7_S_18_","","",""
"Fritzscheite","Mn^2+^(UO_2_)_2_(VO_4_,PO_4_)_2_·4H_2_O","","",""
"Frohbergite","FeTe_2_","","",""
"Frolovite","Ca[B(OH)_4_]_2_","","",""
"Frondelite","Mn^2+^Fe^3+^_4_(PO_4_)_3_(OH)_5_","","",""
"Froodite","PdBi_2_","","",""
"Fuenzalidaite","K_3_Na_5_Mg_5_(IO_3_)_6_(SO_4_)_6_·6H_2_O","","",""
"Fukalite","Ca_4_Si_2_O_6_(CO_3_)(OH)_2_","","",""
"Fukuchilite","Cu_3_FeS_8_","","",""
"Fuloppite","Pb_3_Sb_8_S_15_","","",""
"Furongite","Al_13_(UO_2_)_7_(PO_4_)_13_(OH)_14_·58H_2_O","","",""
"Furutobeite","(Cu,Ag)_6_PbS_4_","","",""
"Gabrielsonite","PbFeAsO_4_(OH)","","",""
"Gadolinite-(Ce)","Be_2_Fe^2+^Ce_2_Si_2_O_10_","","",""
"Gadolinite-(Y)","Be_2_Fe^2+^Y_2_Si_2_O_10_","","",""
"Gagarinite-(Y)","NaCaYF_6_","","",""
"Gageite","Mn^2+^_21_Si_8_O_27_(OH)_20_","","",""
"Gahnite","ZnAl_2_O_4_","","",""
"Gaidonnayite","Na_2_ZrSi_3_O_9_·2H_2_O","","",""
"Gainesite","Na_2_(Be,Li)(Zr,Zn)_2_(PO_4_)_4_·1.5H_2_O","","",""
"Gaitite","Ca_2_Zn(AsO_4_)_2_·2H_2_O","","",""
"Galaxite","Mn^2+^Al_2_O_4_","","",""
"Galeite","Na_15_(SO_4_)_5_ClF_4_","","",""
"Galena","PbS","","",""
"Galenobismutite","PbBi_2_S_4_","","",""
"Galgenbergite-(Ce)","CaCe_2_(CO_3_)_4_·H_2_O","","",""
"Galileiite","NaFe^2+^_4_(PO_4_)_3_","","",""
"Galkhaite","(Cs,Tl)(Hg,Cu,Zn)_6_(As,Sb)_4_S_12_","","",""
"Gallite","CuGaS_2_","","",""
"Gallobeudantite","PbGa_3_(AsO_4_)(SO_4_)(OH)_6_","","",""
"Gamagarite","Ba_2_Fe^3+^(VO_4_)_2_(OH)","","",""
"Gananite","BiF_3_","","",""
"Ganomalite","Pb_3_Ca_2_(SiO_4_)(Si_2_O_7_)","","",""
"Ganophyllite","(K,Na)_1-2_(Mn^2+^,Al,Mg)_6_(Si,Al)_10_O_24_(OH)_4_·7-11H_2_O","","",""
"Ganterite","Ba_0.5_(Na,K)_0.5_Al_2_(Si_2.5_Al_1.5_)O_10_(OH)_2_","","",""
"Gaotaiite","Ir_3_Te_8_","","",""
"Garavellite","FeSbBiS_4_","","",""
"Garrelsite","NaBa_3_B_7_Si_2_O_16_(OH)_4_","","",""
"Garronite","NaCa_2.5_(Si_10_Al_6_)O_32_·13H_2_O","","",""
"Gartrellite","PbCuFe^3+^(AsO_4_)_2_(OH)·H_2_O","","",""
"Garyansellite","(Mg,Fe^3+^)_3_(PO_4_)_2_(H_2_O,OH)_3_","","",""
"Gasparite-(Ce)","CeAsO_4_","","",""
"Gaspeite","NiCO_3_","","",""
"Gatehouseite","Mn^2+^_5_(PO_4_)_2_(OH)_4_","","",""
"Gatelite-(Ce)","(Ca,Ce)_4_(Al,Mg,Fe)_4_(Si_2_O_7_)(SiO_4_)_3_(O,F,OH)_3_","","",""
"Gatumbaite","CaAl_2_(PO_4_)_2_(OH)_2_·H_2_O","","",""
"Gaudefroyite","Ca_4_Mn^3+^_3_(BO_3_)_3_(CO_3_)(O,OH)_3_","","",""
"Gaultite","Na_4_Zn_2_Si_7_O_18_·5H_2_O","","",""
"Gaylussite","Na_2_Ca(CO_3_)_2_·5H_2_O","","",""
"Gearksutite","CaAlF_4_(OH)·H_2_O","","",""
"Gebhardite","Pb_8_As^3+^_4_O_11_Cl_6_","","",""
"Gedrite","[box]Mg_2_(Mg_3_Al_2_)(Si_6_Al_2_)O_22_(OH)_2_","","",""
"Geerite","Cu_8.5_S_5_","","",""
"Geffroyite","(Cu,Fe,Ag)_9_Se_8_","","",""
"Gehlenite","Ca_2_Al(SiAl)O_7_","","",""
"Geigerite","Mn^2+^_5_(AsO_4_)_2_(AsO_3_OH)_2_·10H_2_O","","",""
"Geikielite","MgTiO_3_","","",""
"Geminite","Cu^2+^(AsO_3_OH)·H_2_O","","",""
"Genkinite","Pt_4_Sb_3_","","",""
"Genthelvite","Be_3_Zn_4_(SiO_4_)_3_S","","",""
"Geocronite","Pb_14_(Sb,As)_6_S_23_","","",""
"Georgbokiite","Cu_5_O_2_(Se^4+^O_3_)_2_Cl_2_","","",""
"Georgechaoite","KNaZrSi_3_O_9_·2H_2_O","","",""
"George-ericksenite","Na_6_CaMg(IO_3_)_6_(CrO_4_)_2_·12H_2_O","","",""
"Georgeite","Cu_2_CO_3_(OH)_2_","","",""
"Georgiadesite","Pb_4_(As^3+^O_3_)Cl_4_(OH)","","",""
"Gerdtremmelite","ZnAl_2_AsO_4_(OH)_5_","","",""
"Gerenite-(Y)","(Ca,Na)_2_Y_3_Si_6_O_18_·2H_2_O","","",""
"Gerhardtite","Cu_2_NO_3_(OH)_3_","","",""
"Germanite","Cu_13_Fe_2_Ge_2_S_16_","","",""
"Germanocolusite","Cu_13_VGe_3_S_16_","","",""
"Gersdorffite-P213","NiAsS","","",""
"Gerstleyite","Na_2_Sb_8_S_13_·2H_2_O","","",""
"Gerstmannite","Mn^2+^MgZnSiO_4_(OH)_2_","","",""
"Getchellite","SbAsS_3_","","",""
"Geversite","PtSb_2_","","",""
"Gianellaite","Hg_4_SO_4_N_2_","","",""
"Gibbsite","Al(OH)_3_","","",""
"Gilalite","Cu_5_Si_6_O_17_·7H_2_O","","",""
"Gillespite","BaFe^2+^Si_4_O_10_","","",""
"Gillulyite","Tl_2_As_8_S_13_","","",""
"Gilmarite","Cu^2+^_3_(AsO_4_)(OH)_3_","","",""
"Giniite","Fe^2+^Fe^3+^_4_(PO_4_)_4_(OH)_2_·2H_2_O","","",""
"Ginorite","Ca_2_B_14_O_20_(OH)_6_·5H_2_O","","",""
"Giraudite","Cu_10_(Fe,Zn)_10_As_4_Se_13_","","",""
"Girdite","Pb_3_(Te^4+^O_3_)(Te^6+^O_4_)(OH)_2_","","",""
"Girvasite","NaCa_2_Mg_3_(PO_4_)_2_[PO_2_(OH)_2_]CO_3_(OH)_2_·4H_2_O","","",""
"Gismondine","Ca_2_(Si_4_Al_4_)O_16_·8H_2_O","","",""
"Gittinsite","CaZrSi_2_O_7_","","",""
"Giuseppettite","Na_42_K_16_Ca_6_Si_48_Al_48_O_192_(SO_4_)_10_Cl_2_·5H_2_O","","",""
"Gjerdingenite-Fe","K_2_(H_2_O)_2_Fe(Nb,Ti)_4_(Si_4_O_12_)_2_(O,OH)_4_·4H_2_O","","",""
"Gladite","CuPbBi_5_S_9_","","",""
"Gladiusite","Fe^3+^_2_Fe^2+^_4_PO_4_(OH)_11_·H_2_O","","",""
"Glagolevite","NaMg_6_(Si_3_Al)O_10_(OH)_8_·H_2_O","","",""
"Glauberite","Na_2_Ca(SO_4_)_2_","","",""
"Glaucocerinite","Zn_1-x_Al_x_(SO_4_)_x/2_(OH)_2_·nH_2_O","","",""
"Glaucochroite","CaMn^2+^SiO_4_","","",""
"Glaucodot","CoFeAs_2_S_2_","","",""
"Glaucophane","[box]Na_2_(Mg_3_Al_2_)Si_8_O_22_(OH)_2_","","",""
"Glaukosphaerite","CuNiCO_3_(OH)_2_","","",""
"Glucine","CaBe_4_(PO_4_)_2_(OH)_4_·0.5H_2_O","","",""
"Glushinskite","MgC_2_O_4_·2H_2_O","","",""
"Gmelinite-Ca","Ca_2_(Si_8_Al_4_)O_24_·11H_2_O","","",""
"Gmelinite-K","K_4_(Si_8_Al_4_)O_24_·11H_2_O","","",""
"Gmelinite-Na","Na_4_(Si_8_Al_4_)O_24_·11H_2_O","","",""
"Gobbinsite","Na_5_(Si_11_Al_5_)O_32_·11H_2_O","","",""
"Godlevskite","(Ni,Fe)_9_S_8_","","",""
"Godovikovite","(NH_4_)Al(SO_4_)_2_","","",""
"Goedkenite","Sr_2_Al(PO_4_)_2_(OH)","","",""
"Goethite","FeO(OH)","","",""
"Gold","Au","","",""
"Goldfieldite","Cu_10_Te_4_S_13_","","",""
"Goldichite","KFe^3+^(SO_4_)_2_·4H_2_O","","",""
"Goldmanite","Ca_3_V^3+^_2_(SiO_4_)_3_","","",""
"Goldquarryite","CuCd_2_Al_3_(PO_4_)_4_F_3_·10H_2_O","","",""
"Gonnardite","(Na,Ca)_2_(Si,Al)_5_O_10_·3H_2_O","","",""
"Gonyerite","Mn^2+^_5_Fe^3+^(Si_3_Fe^3+^)O_10_(OH)_8_","","",""
"Goosecreekite","Ca(Si_6_Al_2_)O_16_·5H_2_O","","",""
"Gorceixite","BaAl_3_(PO_4_)(PO_3_OH)(OH)_6_","","",""
"Gordaite","NaZn_4_(SO_4_)(OH)_6_Cl·6H_2_O","","",""
"Gordonite","MgAl_2_(PO_4_)_2_(OH)_2_·8H_2_O","","",""
"Gorgeyite","K_2_Ca_5_(SO_4_)_6_·H_2_O","","",""
"Gormanite","Fe^2+^_3_Al_4_(PO_4_)_4_(OH)_6_·2H_2_O","","",""
"Gortdrumite","Cu_18_FeHg_6_S_16_","","",""
"Goslarite","ZnSO_4_·7H_2_O","","",""
"Gottardiite","Na_3_Mg_3_Ca_5_Al_19_Si_117_O_272_·93H_2_O","","",""
"Gottlobite","CaMgVO_4_OH","","",""
"Gotzenite","NaCa_6_Ti(Si_2_O_7_)_2_OF_3_","","",""
"Goudeyite","Cu_6_Al(AsO_4_)_3_(OH)_6_·3H_2_O","","",""
"Gowerite","Ca[B_5_O_8_(OH)][B(OH)_3_]·3H_2_O","","",""
"Goyazite","SrAl_3_(PO_4_)(PO_3_OH)(OH)_6_","","",""
"Graemite","Cu^2+^Te^4+^O_3_·H_2_O","","",""
"Graeserite","Fe_4_Ti_3_AsO_13_(OH)","","",""
"Graftonite","(Fe^2+^,Mn^2+^,Ca)_3_(PO_4_)_2_","","",""
"Gramaccioliite-(Y)","(Pb,Sr)(Y,Mn)Fe^3+^_2_(Ti,Fe^3+^)_18_O_38_","","",""
"Grandidierite","MgAl_3_O_2_(BO_3_)SiO_4_","","",""
"Grandreefite","Pb_2_(SO_4_)F_2_","","",""
"Grantsite","(Na,Ca)_2+x_(V^5+^,V^4+^)_6_O_16_·4H_2_O","","",""
"Graphite","C","","",""
"Gratonite","Pb_9_As_4_S_15_","","",""
"Grattarolaite","Fe^3+^_3_O_3_PO_4_","","",""
"Gravegliaite","Mn^2+^S^4+^O_3_·3H_2_O","","",""
"Grayite","ThPO_4_·H_2_O","","",""
"Grechishchevite","Hg_3_S_2_BrCl_0.5_I_0.5_","","",""
"Greenalite","(Fe^2+^,Fe^3+^)_2-3_Si_2_O_5_(OH)_4_","","",""
"Greenockite","CdS","","",""
"Greifensteinite","Ca_2_Fe^2+^_5_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O","","",""
"Greigite","Fe^4+^Fe^2+^_2_S_4_","","",""
"Griceite","LiF","","",""
"Grimaldiite","CrO(OH)","","",""
"Grimselite","K_3_Na(UO_2_)(CO_3_)_3_·H_2_O","","",""
"Griphite","Ca(Mn^2+^,Na,Li)_6_Fe^2+^Al_2_(PO_4_)_6_(F,OH)_2_","","",""
"Grischunite","NaCa_2_Mn^2+^_4_(Mn^2+^,Fe^3+^)_2_(AsO_4_)_6_·2H_2_O","","",""
"Grossite","CaAl_4_O_7_","","",""
"Grossular","Ca_3_Al_2_(SiO_4_)_3_","","",""
"Groutite","Mn^3+^O(OH)","","",""
"Grumantite","NaSi_2_O_4_(OH)·H_2_O","","",""
"Grumiplucite","HgBi_2_S_4_","","",""
"Grunerite","[box]Fe^2+^_7_Si_8_O_22_(OH)_2_","","",""
"Gruzdevite","Cu_6_Hg_3_Sb_4_S_12_","","",""
"Guanajuatite","Bi_2_Se_3_","","",""
"Guanine","C_5_H_3_(NH_2_)N_4_O","","",""
"Guarinoite","Zn_6_SO_4_(OH)_10_·5H_2_O","","",""
"Gudmundite","FeSbS","","",""
"Guerinite","Ca_5_(AsO_3_OH)_2_(AsO_4_)_2_·9H_2_O","","",""
"Guettardite","Pb(Sb,As)_2_S_4_","","",""
"Gugiaite","Ca_2_BeSi_2_O_7_","","",""
"Guildite","CuFe^3+^(SO_4_)_2_(OH)·4H_2_O","","",""
"Guilleminite","Ba(UO_2_)_3_(Se^4+^O_3_)_2_O_2_·3H_2_O","","",""
"Gunningite","ZnSO_4_·H_2_O","","",""
"Gupeiite","Fe_3_Si","","",""
"Guyanaite","CrO(OH)","","",""
"Gwihabaite","(NH_4_)NO_3_","","",""
"Gypsum","CaSO_4_·2H_2_O","","",""
"Gyrolite","NaCa_16_(Si_23_Al)O_60_(OH)_8_·14H_2_O","","",""
"Gysinite-(Nd)","PbNd(CO_3_)_2_(OH)·H_2_O","","",""
"Haapalaite","2[(Fe,Ni)S]·1.61[(Mg,Fe)(OH)_2_]","","",""
"Hafnon","HfSiO_4_","","",""
"Hagendorfite","NaCaMn^2+^Fe^2+^_2_(PO_4_)_3_","","",""
"Haggertyite","BaFe_6_Ti_5_MgO_19_","","",""
"Haggite","V^4+^V^3+^O_2_(OH)_3_","","",""
"Haidingerite","Ca(AsO_3_OH)·H_2_O","","",""
"Haigerachite","KFe^3+^_3_(H_2_PO_4_)_6_(HPO_4_)_2_·4H_2_O","","",""
"Hainite","Na(Na,Ca)_2_Ca_2_(Ca,Zr,Y)_2_Ti(Si_2_O_7_)_2_F_2_F_2_","","",""
"Haiweeite","Ca(UO_2_)_2_Si_5_O_12_(OH)_2_·3H_2_O","","",""
"Hakite","Cu_10_Hg_2_Sb_4_Se_13_","","",""
"Halite","NaCl","","",""
"Hallimondite","Pb_2_(UO_2_)(AsO_4_)_2_·nH_2_O","","",""
"Halloysite-7A","Al_2_Si_2_O_5_(OH)_4_","","",""
"Halotrichite","Fe^2+^Al_2_(SO_4_)_4_·22H_2_O","","",""
"Halurgite","Mg_2_[B_4_O_5_(OH)_4_]_2_·H_2_O","","",""
"Hambergite","Be_2_BO_3_(OH)","","",""
"Hanawaltite","Hg^1+^_6_Hg^2+^Cl_2_O_3_","","",""
"Epidote-(Pb)","CaPbFe^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH)","","",""
"Hanksite","KNa_22_(SO_4_)_9_(CO_3_)_2_Cl","","",""
"Hannayite","(NH_4_)_2_Mg_3_(PO_3_OH)_4_·8H_2_O","","",""
"Hannebachite","(CaSO_3_)_2_·H_2_O","","",""
"Haradaite","SrV^4+^Si_2_O_7_","","",""
"Hardystonite","Ca_2_ZnSi_2_O_7_","","",""
"Harkerite","Ca_12_Mg_4_Al(SiO_4_)_4_(BO_3_)_3_(CO_3_)_5_·H_2_O","","",""
"Harmotome","Ba_2_(Si_12_Al_4_)O_32_·12H_2_O","","",""
"Harrisonite","CaFe^2+^_6_(SiO_4_)_2_(PO_4_)_2_","","",""
"Harstigite","Ca_6_Mn^2+^Be_4_(SiO_4_)_2_(Si_2_O_7_)_2_(OH)_2_","","",""
"Hashemite","BaCr^6+^O_4_","","",""
"Hastingsite","NaCa_2_(Fe^2+^_4_Fe^3+^)(Si_6_Al_2_)O_22_(OH)_2_","","",""
"Hatchite","AgPbTlAs_2_S_5_","","",""
"Hatrurite","Ca_3_SiO_5_","","",""
"Hauchecornite","Ni_9_BiSbS_8_","","",""
"Hauerite","MnS_2_","","",""
"Hausmannite","Mn^2+^Mn^3+^_2_O_4_","","",""
"Hauyne","Na_3_Ca(Si_3_Al_3_)O_12_(SO_4_)","","",""
"Hawleyite","CdS","","",""
"Hawthorneite","BaMgTi_3_Cr_4_Fe^2+^_2_Fe^3+^_2_O_19_","","",""
"Haxonite","(Fe,Ni)_23_C_6_","","",""
"Haycockite","Cu_4_Fe_5_S_8_","","",""
"Haynesite","(UO_2_)_3_(Se^4+^O_3_)_2_(OH)_2_·5H_2_O","","",""
"Heazlewoodite","Ni_3_S_2_","","",""
"Hechtsbergite","Bi_2_O(VO_4_)(OH)","","",""
"Hectorfloresite","Na_9_(IO_3_)(SO_4_)_4_","","",""
"Hedenbergite","CaFe^2+^Si_2_O_6_","","",""
"Hedyphane","Ca_2_Pb_3_(AsO_4_)_3_Cl","","",""
"Heideite","(Fe,Cr)_1+x_(Ti,Fe)_2_S_4_","","",""
"Heidornite","Na_2_Ca_3_B_5_O_8_(SO_4_)_2_(OH)_2_Cl","","",""
"Heinrichite","Ba(UO_2_)_2_(AsO_4_)_2_·10H_2_O","","",""
"Hejtmanite","BaMn^2+^_2_Ti(Si_2_O_7_)O(OH)_2_","","",""
"Hellandite-(Ce)","(Ca_3_Ce)Ce_2_AlB_4_Si_4_O_22_(OH)_2_","","",""
"Hellandite-(Y)","(Ca_3_Y)Y_2_AlB_4_Si_4_O_22_(OH)_2_","","",""
"Hellyerite","NiCO_3_·6H_2_O","","",""
"Helmutwinklerite","PbZn_2_(AsO_4_)_2_·2H_2_O","","",""
"Helvine","Mn^2+^_4_(BeSiO_4_)_3_S","","",""
"Hematite","Fe_2_O_3_","","",""
"Hematolite","(Mn^2+^,Mg,Al)_15_(As^3+^O_3_)(As^5+^O_4_)_2_(OH)_23_","","",""
"Hematophanite","Pb_4_Fe^3+^_3_O_8_Cl","","",""
"Hemihedrite","ZnPb_10_(CrO_4_)_6_(SiO_4_)_2_F_2_","","",""
"Hemimorphite","Zn_4_Si_2_O_7_(OH)_2_·H_2_O","","",""
"Hemloite","(Ti,V^3+^,Fe^2+^,Al)_12_As^3+^_2_O_23_(OH)","","",""
"Hemusite","Cu_6_SnMoS_8_","","",""
"Hendersonite","Ca_1+x_(V^5+^,V^4+^)_6_O_16_·6H_2_O","","",""
"Heneuite","CaMg_5_(PO_4_)_3_(CO_3_)(OH)","","",""
"Henmilite","Ca_2_Cu[B(OH)_4_]_2_(OH)_4_","","",""
"Hennomartinite","SrMn^3+^_2_Si_2_O_7_(OH)_2_·H_2_O","","",""
"Henritermierite","Ca_3_Mn^3+^_2_(SiO_4_)_2_(OH)_4_","","",""
"Henryite","Cu_4_Ag_3_Te_4_","","",""
"Henrymeyerite","BaTi_7_Fe^2+^O_16_","","",""
"Hentschelite","CuFe^3+^_2_(PO_4_)_2_(OH)_2_","","",""
"Hercynite","Fe^2+^Al_2_O_4_","","",""
"Herderite","CaBePO_4_F","","",""
"Hessite","Ag_2_Te","","",""
"Hetaerolite","ZnMn^3+^_2_O_4_","","",""
"Heterogenite","Co^3+^O(OH)","","",""
"Heteromorphite","Pb_7_Sb_8_S_19_","","",""
"Heterosite","Fe^3+^PO_4_","","",""
"Heulandite-Ca","NaCa_4_(Si_27_Al_9_)O_72_·24H_2_O","","",""
"Heulandite-K","KCa_4_(Si_27_Al_9_)O_72_·24H_2_O","","",""
"Heulandite-Na","Na_4_Ca_2_Al_8_Si_28_O_72_·24H_2_O","","",""
"Heulandite-Sr","NaSr_4_(Si_27_Al_9_)O_72_·24H_2_O","","",""
"Hewettite","CaV^5+^_6_O_16_·9H_2_O","","",""
"Hexaferrum","(Fe,Os,Ru,Ir)","","",""
"Hexahydrite","MgSO_4_·6H_2_O","","",""
"Hexahydroborite","Ca[B(OH)_4_]_2_·2H_2_O","","",""
"Heyite","Pb_5_Fe^2+^_2_O_4_(VO_4_)_2_","","",""
"Heyrovskyite","Pb_6_Bi_2_S_9_","","",""
"Hiarneite","(Ca,Mn^2+^,Na)_2_(Zr,Mn^3+^)_5_(Sb^5+^,Ti,Fe^3+^)_2_O_16_","","",""
"Hibbingite","Fe^2+^_2_(OH)_3_Cl","","",""
"Hibonite","(Ca,Ce)(Al,Ti,Mg)_12_O_19_","","",""
"Hibschite","Ca_3_Al_2_(SiO_4_)_3-x_(OH)_4x_ (x=0.2-1.5)","","",""
"Hidalgoite","PbAl_3_(SO_4_)(AsO_4_)(OH)_6_","","",""
"Hieratite","K_2_SiF_6_","","",""
"Hilairite","Na_2_ZrSi_3_O_9_·3H_2_O","","",""
"Hillebrandite","Ca_2_SiO_3_(OH)_2_","","",""
"Hingganite-(Y)","YBeSiO_4_(OH)","","",""
"Hingganite-(Yb)","YbBeSiO_4_(OH)","","",""
"Hinsdalite","PbAl_3_(SO_4_)(PO_4_)(OH)_6_","","",""
"Hisingerite","Fe^3+^_2_Si_2_O_5_(OH)_4_·2H_2_O","","",""
"Hocartite","Ag_2_FeSnS_4_","","",""
"Hochelagaite","CaNb_4_O_11_·8H_2_O","","",""
"Hodgkinsonite","Zn_2_Mn^2+^SiO_4_(OH)_2_","","",""
"Hodrusite","Cu_4_Bi_6_S_11_","","",""
"Hoganite","Cu(CH_3_COO)_2_·H_2_O","","",""
"Hogtuvaite","Ca_4_(Fe^2+^_6_Fe^3+^_6_)O_4_[Si_8_Be_2_Al_2_O_36_]","","",""
"Hohmannite","Fe^3+^_2_O(SO_4_)_2_·8H_2_O","","",""
"Holdawayite","Mn^2+^_6_(CO_3_)_2_(OH)_7_(Cl,OH)","","",""
"Holdenite","Mn^2+^_6_Zn_3_(AsO_4_)_2_(SiO_4_)(OH)_8_","","",""
"Hollandite","BaMn^2+^Mn^4+^_7_O_16_","","",""
"Hollingworthite","RhAsS","","",""
"Holmquistite","[box]Li_2_(Mg_3_Al_2_)Si_8_O_22_(OH)_2_","","",""
"Holtedahlite","Mg_12_(PO_3_OH,CO_3_)(PO_4_)_5_(OH,O)_6_","","",""
"Holtite","(Al,Ta)_7_(Si,Sb)_3_(BO_3_)O_12_(O,OH)_2.25_","","",""
"Homilite","Ca_2_Fe^2+^B_2_Si_2_O_10_","","",""
"Honessite","(Ni,Fe^3+^)_8_(SO_4_)_1.2_(OH)_16_·nH_2_O","","",""
